geography code,reception_4yrs_5yrs_old_% obese,reception_4yrs_5yrs_old_Number measured,reception_4yrs_5yrs_old_Number obese,year_6_10yrs_11yrs_old_% obese,year_6_10yrs_11yrs_old_Number measured,year_6_10yrs_11yrs_old_Number obese
E02000936,0.10833333333333334,120,13,0.19230769230769232,104,20
E02000937,0.04219409282700422,237,10,0.09848484848484848,132,13
E02000938,0.14285714285714285,308,44,0.2145922746781116,233,50
E02000939,0.03954802259887006,177,7,0.05785123966942149,121,7
E02000940,0.12222222222222222,270,33,0.2422680412371134,194,47
E02000941,0.0782312925170068,294,23,0.13986013986013987,143,20
E02000942,0.046762589928057555,278,13,0.07853403141361257,191,15
E02000943,0.03870967741935484,155,6,0.23157894736842105,95,22
E02000944,0.11570247933884298,242,28,0.242152466367713,223,54
E02000945,0.10849056603773585,212,23,0.19811320754716982,212,42
E02000946,0.10555555555555556,180,19,0.2468354430379747,158,39
E02000947,0.0371900826446281,242,9,0.12056737588652482,141,17
E02000948,0.07853403141361257,191,15,0.16428571428571428,140,23
E02000949,0.0410958904109589,146,6,0.1702127659574468,94,16
E02000950,0.07731958762886598,194,15,0.2,165,33
E02000951,0.06956521739130435,115,8,0.1743119266055046,109,19
E02000952,0.09523809523809523,105,10,0.2,85,17
E02000953,0.0966183574879227,207,20,0.22826086956521738,92,21
E02000954,0.12698412698412698,189,24,0.2046783625730994,171,35
E02000955,0.08118081180811808,271,22,0.22167487684729065,203,45
E02000956,0.11740890688259109,247,29,0.2222222222222222,180,40
E02000957,0.11021505376344086,372,41,0.19672131147540983,244,48
E02000958,0.08099688473520249,321,26,0.1639871382636656,311,51
E02000959,0.12292358803986711,301,37,0.23039215686274508,204,47
E02000960,s,73,s,0.1568627450980392,51,8
E02000961,0.09550561797752809,178,17,0.20903954802259886,177,37
E02000962,0.08035714285714286,112,9,0.24324324324324326,111,27
E02000963,0.11746031746031746,315,37,0.28125,352,99
E02000964,0.09333333333333334,375,35,0.3025936599423631,347,105
E02000965,0.10416666666666667,192,20,0.2616822429906542,107,28
E02000966,0.05555555555555555,144,8,0.21978021978021978,91,20
E02000967,0.1232876712328767,73,9,0.17647058823529413,51,9
E02000968,0.1431578947368421,475,68,0.2579505300353357,566,146
E02000969,0.12103746397694524,347,42,0.2774725274725275,364,101
E02000970,s,65,s,s,40,s
E02000971,0.1125,80,9,0.3968253968253968,63,25
E02000972,0.10144927536231885,69,7,0.2459016393442623,61,15
E02000973,0.0898876404494382,89,8,0.2403846153846154,104,25
E02000974,0.125,96,12,0.225,80,18
E02000975,s,68,s,s,49,s
E02000976,0.08849557522123894,113,10,0.23214285714285715,112,26
E02000977,0.11864406779661017,59,7,s,35,s
E02000978,s,28,s,s,23,s
E02000979,0.16129032258064516,124,20,0.2222222222222222,81,18
E02000980,0.07368421052631578,190,14,0.2826086956521739,184,52
E02000981,0.1368421052631579,95,13,0.25333333333333335,75,19
E02000982,0.1391304347826087,230,32,0.2623762376237624,202,53
E02000983,0.14736842105263157,190,28,0.2810810810810811,185,52
E02006782,0.11524163568773234,269,31,0.17167381974248927,233,40
E02006783,0.14058355437665782,377,53,0.3072289156626506,332,102
E02006784,0.09933774834437085,302,30,0.21673003802281368,263,57
E02006785,0.11304347826086956,230,26,0.24257425742574257,202,49
E02006786,0.12624584717607973,301,38,0.26640926640926643,259,69
E02006787,0.07608695652173914,368,28,0.1509433962264151,212,32
E02006788,0.12732919254658384,322,41,0.23397435897435898,312,73
E02006789,0.0855614973262032,187,16,0.1437125748502994,167,24
E02006791,0.10967741935483871,155,17,0.20353982300884957,113,23
E02006792,0.05855855855855856,222,13,0.17592592592592593,108,19
E02006793,0.14219114219114218,429,61,0.3323442136498516,337,112
E02006794,0.1457142857142857,350,51,0.3402777777777778,288,98
E02006795,0.06389776357827476,313,20,0.1827956989247312,279,51
E02006796,0.09969788519637462,331,33,0.1867704280155642,257,48
E02006798,0.17220543806646527,331,57,0.27312775330396477,227,62
E02006799,0.11940298507462686,536,64,0.24705882352941178,425,105
E02006800,0.13028764805414553,591,77,0.2249488752556237,489,110
E02006801,0.14285714285714285,161,23,0.21100917431192662,109,23
E02006802,0.11515151515151516,165,19,0.24675324675324675,154,38
E02006836,0.06465517241379311,232,15,0.1348314606741573,178,24
E02006853,0.1016949152542373,236,24,0.28717948717948716,195,56
E02006854,0.08108108108108109,74,6,0.17721518987341772,79,14
E02006882,0.11421911421911422,429,49,0.21666666666666667,360,78
E02006918,0.1484375,384,57,0.25396825396825395,315,80
E02006921,0.14457831325301204,249,36,0.27586206896551724,203,56
E02006924,0.122,500,61,0.1865671641791045,402,75
E02006925,0.06904761904761905,420,29,0.2314487632508834,566,131
E02006927,0.10600706713780919,283,30,0.2421875,256,62
E02006928,0.13612565445026178,191,26,0.24113475177304963,141,34
E02006929,0.10606060606060606,198,21,0.22,150,33
E02006930,0.0456140350877193,285,13,0.18787878787878787,165,31
E02006931,0.09230769230769231,260,24,0.25980392156862747,204,53
